snr_db,label,h_real_0,h_imag_0,tau_0,h_real_1,h_imag_1,tau_1,h_real_2,h_imag_2,tau_2,h_real_3,h_imag_3,tau_3,h_real_4,h_imag_4,tau_4,h_real_5,h_imag_5,tau_5,kurtosis,skewness,rising_time,rms_delay_spread,k_factor
0,1,0.6300236657632727,0.297600240514704,0.0,0.1163038393949614,-0.4858126644810042,10.22949133637457,0.1766863845749488,-0.3676911841199867,12.79018992601455,-0.1093392483278524,0.3287350571597687,21.823730595290314,-0.3556408576539726,0.4342536548900816,32.88441208340001,0.2672515000481472,-0.0427115877646452,56.88317274172242,1.9530447172329273,0.2753607638701894,0.0,15.762103729086151,12.212309476314827
0,1,-0.3147763195749717,0.661791306825193,0.0,0.5687712738888722,0.0796410077602838,6.626262800900099,0.1337806693576866,-0.2042097140410162,13.884382372567234,0.1084066091458891,-0.1285229086227852,14.619360170453849,-0.2886431770422463,0.1511144375758899,21.30440573984534,-0.4246219119488527,-0.2665025841715304,91.714171742475,1.6864875102743329,0.20911581982749572,0.0,34.53275522852581,6.962146571006872
0,1,-0.9461462571160766,-1.1989588380515268,0.0,-0.6594368026229518,0.1887933085559007,4.660860391927969,-0.5657639801866977,0.2862311339458517,12.469807578919422,0.2010229251128046,0.1382221966279265,37.64115241651361,-0.0792601079748461,-0.2724917025424599,38.22503394186643,0.5728602205751313,-0.2698404378562564,103.36880553281335,3.1493390236546843,1.1118204241339018,0.0,31.771864700530127,6.549201722573021
0,1,0.3169092719604706,0.0688222405467472,0.0,0.2065433245236042,-0.185744663808351,0.576250853785953,0.3237641694045614,0.1142887160922376,9.171446209617706,0.2161299598968641,-0.1410467646905354,23.19239007922949,0.0964792641824218,-0.2760825139320416,26.19264933491173,-0.1867631573364267,-0.3380687359677338,64.06858703225636,1.9475344558523944,0.37950528257239036,64.06858703225636,24.760425899270306,40.36674878734501
0,1,0.2092071874550771,0.7936228169122657,0.0,-0.3784720883550445,0.5233517524883012,0.7126327755645523,-0.2735606242042636,0.2708090334422313,8.553861935044605,0.4677058581071953,-0.3799152763142278,24.971982557781686,-0.4016452595576343,0.5077358478677884,42.67848327987439,-0.15075567673925,0.7762754443053668,43.673449752557815,2.4912695951310337,-0.606979556191264,0.0,19.59210995034264,16.633078539649556
0,1,-0.8746192180932177,-0.7621940053088022,0.0,0.0676212019468615,0.1311189598170696,2.7253169441921745,0.1435844026601579,0.5641507131940448,7.218775023331662,-0.3685075633062498,-0.426554841933738,11.64497736328708,0.1540802964781936,-0.0793843098729646,34.23971835727166,0.1156835761175481,0.2600944974473947,45.94355252011307,2.6621830568826677,0.9245628346674452,0.0,9.939172915148935,5.587826947319176
0,1,-0.3210060111879158,-0.8613746278996157,0.0,0.3053761798658548,0.0369117935773368,2.160150839262447,0.142943065368956,0.3658619723974857,3.746775816357653,0.1975484295431978,-1.0035450870101046,16.886916626870825,0.0267790861471143,0.533659159736103,31.496005953184955,0.1366563983948728,-0.097043169483887,37.47439087177965,1.5845383018376444,0.37291031621952403,16.886916626870825,10.922426448504396,5.323822381161071
0,1,0.9024342305379393,-0.540466578676174,0.0,-0.2318396009828503,-0.2856679462400662,9.505743323808918,0.0892027104908488,0.3601979944295972,16.423216014311883,-0.7522320003370558,0.1765279606628672,41.55530792788502,0.514433062951257,0.5714049587497835,81.68372765971407,0.2024233200721222,-0.2049473160605639,178.46238854900506,1.5996279683425674,0.32814951413529,0.0,41.258142023106835,7.122590219690874
0,1,-0.3501784706391412,0.6595555846710018,0.0,0.4503936730672395,0.1356109272074825,4.306918875381252,0.3098216794814564,-0.5829870886985787,18.560464538485896,0.0052547433542714,-0.3629456732875954,19.562952004833345,-0.1796192463650279,-0.2870317919497759,21.09109648305278,-0.102223375848789,-0.1657463378242546,26.11128628465829,1.7266551566539834,0.21234251106490698,0.0,9.343488555209708,7.712882468874971
0,1,0.1202490088982975,-0.7931038149102017,0.0,0.1072534638801444,-0.3525383593646863,0.1089562311327858,0.0364454889315241,0.0816743143711851,0.8688005142279853,-0.3908620661778161,-0.1466176081865245,5.605405155393994,0.0635458479006286,0.0131123767045013,19.77033801680848,0.2108957783210542,-0.5678090755779446,23.39257130322551,1.7624690963468976,0.15528166697908252,0.0,10.169109037119865,4.666721584583985
0,1,-0.1641785509173473,-0.6476588477490083,0.0,0.1141426376469111,-0.3717780126937263,1.612107581385979,0.4329422892295432,-0.515320357031009,15.984138372508037,0.3921210639614135,0.2194914926803823,61.91805419649352,0.1225914038504563,-0.0312131707176315,71.41930293533086,0.2789320594318946,0.203032134686376,72.53384577927359,1.9823127813541173,-0.20582555811091569,15.984138372508037,26.29880427315986,6.281543661898495
0,1,-0.2484666635395308,0.8343796321299408,0.0,-0.6603203464564376,0.2968763054982957,9.300353277858646,-0.2353391406764678,-0.4345604890490823,36.16247611881538,0.231414890481193,0.4364874973001587,47.40594210268959,-0.4016626329722247,0.5038971273792724,50.02403752666109,-0.0385350966763484,0.1844297362929462,173.7140714183477,2.346869813501871,-0.41407218487359726,0.0,28.436217841667315,8.21678694546612
0,1,-0.8269840382001743,-0.2246588927151387,0.0,-0.5909950595857575,-0.5065402538259649,0.5676257711314259,0.3283792342128989,0.3204075641426217,2.4024395307000743,-0.1619241351010931,0.1038294947559124,23.44588403586878,-0.0449655296052567,0.0248854745357065,27.064032305816877,-0.2587820715684863,0.2921331557218049,99.4126733104558,1.6263813881456752,0.10384524116297979,0.0,27.981646676885266,4.386747330395552
0,1,0.3693900048507185,-0.4702434288271698,0.0,-0.5063820887984598,-0.2440491567419084,9.21957619516082,0.2379772731938625,-0.0348906580110842,31.48808034866993,0.3420782510823163,0.0158959227895046,35.92230588907762,0.4611678699965229,-0.0260819056413657,43.71674659070192,0.0071295200184955,0.3311742586685423,93.54794666166144,1.531667693144148,0.06429369181758574,0.0,27.84380254785588,10.76060737283738
0,1,1.2181586397145534,0.811617112050502,0.0,0.0502435288723202,-0.2445317923830984,0.9934913172721832,0.0770788580080833,-0.2745407134774472,18.276423410186357,-0.2668333378672677,-0.04439706946248,20.774395531998152,-0.3460742375026586,-0.4755870174100185,36.22555016921117,-0.0376853798046434,-0.2001419050797134,40.21140313580472,3.6141280258367554,1.5109926017253286,0.0,13.098732985377456,5.422823382676158
0,1,0.609303417035953,-1.1289969606105492,0.0,-0.1029558396013805,-0.0523242322342797,5.962114129870236,-0.1796365031550242,-0.1369522293276209,9.28914525732501,0.0889915690888406,-0.0137705704904031,24.5044455279968,0.2024257455937847,-0.0710653776270019,45.658685039965874,0.1117518235111962,-0.1335535582706863,86.23659753827992,4.104049200218564,1.7343019249791536,0.0,13.238847436948676,4.668786698942408
0,1,0.2467301504235846,-0.7843452207617094,0.0,0.2085632026297874,0.6373828755039845,1.4616379987223382,-0.2675152265026091,-0.1066174913825959,5.705219369376666,0.153865783017521,-0.152797084795658,14.56286222734493,-0.0286686017190469,-0.4041059501263663,24.043179155386436,0.6505785366764921,-0.4035621263634046,33.55477848211233,1.300348134909242,-0.05215033951010042,0.0,14.912421415252144,6.092712021571513
0,1,-0.4134840622764473,0.6589025820984868,0.0,-0.1448807726626781,0.3341341968296651,14.08750126451134,-0.0082684823007419,-0.7205508543854559,21.87155793683555,0.2753993650435525,0.2187776794289075,28.55752949619078,-0.3474726460014096,-0.3551432140020478,46.1253622164786,-0.0609975522638297,0.2763744000373576,53.07141576728967,1.506548957184147,0.4180730100131573,0.0,17.312893347717566,8.506786738613462
0,1,-1.3808056754487588,-0.5233644956848755,0.0,-0.4613677660087112,-0.5817033400486644,6.940538594783673,0.0288961681158872,-0.2366329464247648,7.444586267092006,0.0482115838828708,0.538644688630425,18.35182091741573,0.2568795749545586,0.2459333852582971,25.851561112440077,0.3192504014913123,-0.0814337246636409,35.59951549485981,3.1558572770913234,1.2452287420200125,0.0,8.950997726595155,6.2015011339875645
0,1,-0.2626537997093621,-0.8870001069957253,0.0,0.5510703901282015,0.6212464791788022,0.7476728916715496,0.145251076932493,-0.031299447503271,1.200290552148699,0.0233333588115956,0.3407048796130323,3.644957969142732,-0.5716804169716848,-0.2297059384514699,7.085107941574219,0.0869964825306552,-0.2238373601853919,42.04368439108033,1.4039055783540682,0.15206578970938808,0.0,7.053220557313608,4.9584011865986986
