snr_db,label,h_real_0,h_imag_0,tau_0,h_real_1,h_imag_1,tau_1,h_real_2,h_imag_2,tau_2,h_real_3,h_imag_3,tau_3,h_real_4,h_imag_4,tau_4,h_real_5,h_imag_5,tau_5
0,1,0.6300236657632727,0.297600240514704,0.0,0.1163038393949614,-0.4858126644810042,10.22949133637457,0.1766863845749488,-0.3676911841199867,12.79018992601455,-0.1093392483278524,0.3287350571597687,21.823730595290314,-0.3556408576539726,0.4342536548900816,32.88441208340001,0.2672515000481472,-0.0427115877646452,56.88317274172242
0,1,-0.3147763195749717,0.661791306825193,0.0,0.5687712738888722,0.0796410077602838,6.626262800900099,0.1337806693576866,-0.2042097140410162,13.884382372567234,0.1084066091458891,-0.1285229086227852,14.619360170453849,-0.2886431770422463,0.1511144375758899,21.30440573984534,-0.4246219119488527,-0.2665025841715304,91.714171742475
0,1,-0.9461462571160766,-1.1989588380515268,0.0,-0.6594368026229518,0.1887933085559007,4.660860391927969,-0.5657639801866977,0.2862311339458517,12.469807578919422,0.2010229251128046,0.1382221966279265,37.64115241651361,-0.0792601079748461,-0.2724917025424599,38.22503394186643,0.5728602205751313,-0.2698404378562564,103.36880553281335
0,1,0.3169092719604706,0.0688222405467472,0.0,0.2065433245236042,-0.185744663808351,0.576250853785953,0.3237641694045614,0.1142887160922376,9.171446209617706,0.2161299598968641,-0.1410467646905354,23.19239007922949,0.0964792641824218,-0.2760825139320416,26.19264933491173,-0.1867631573364267,-0.3380687359677338,64.06858703225636
0,1,0.2092071874550771,0.7936228169122657,0.0,-0.3784720883550445,0.5233517524883012,0.7126327755645523,-0.2735606242042636,0.2708090334422313,8.553861935044605,0.4677058581071953,-0.3799152763142278,24.971982557781686,-0.4016452595576343,0.5077358478677884,42.67848327987439,-0.15075567673925,0.7762754443053668,43.673449752557815
0,1,-0.8746192180932177,-0.7621940053088022,0.0,0.0676212019468615,0.1311189598170696,2.7253169441921745,0.1435844026601579,0.5641507131940448,7.218775023331662,-0.3685075633062498,-0.426554841933738,11.64497736328708,0.1540802964781936,-0.0793843098729646,34.23971835727166,0.1156835761175481,0.2600944974473947,45.94355252011307
0,1,-0.3210060111879158,-0.8613746278996157,0.0,0.3053761798658548,0.0369117935773368,2.160150839262447,0.142943065368956,0.3658619723974857,3.746775816357653,0.1975484295431978,-1.0035450870101046,16.886916626870825,0.0267790861471143,0.533659159736103,31.496005953184955,0.1366563983948728,-0.097043169483887,37.47439087177965
0,1,0.9024342305379393,-0.540466578676174,0.0,-0.2318396009828503,-0.2856679462400662,9.505743323808918,0.0892027104908488,0.3601979944295972,16.423216014311883,-0.7522320003370558,0.1765279606628672,41.55530792788502,0.514433062951257,0.5714049587497835,81.68372765971407,0.2024233200721222,-0.2049473160605639,178.46238854900506
0,1,-0.3501784706391412,0.6595555846710018,0.0,0.4503936730672395,0.1356109272074825,4.306918875381252,0.3098216794814564,-0.5829870886985787,18.560464538485896,0.0052547433542714,-0.3629456732875954,19.562952004833345,-0.1796192463650279,-0.2870317919497759,21.09109648305278,-0.102223375848789,-0.1657463378242546,26.11128628465829
0,1,0.1202490088982975,-0.7931038149102017,0.0,0.1072534638801444,-0.3525383593646863,0.1089562311327858,0.0364454889315241,0.0816743143711851,0.8688005142279853,-0.3908620661778161,-0.1466176081865245,5.605405155393994,0.0635458479006286,0.0131123767045013,19.77033801680848,0.2108957783210542,-0.5678090755779446,23.39257130322551
